order_id,customer_id,order_date,payment_method,order_status,total_amount
ORD001007,CUST00856,2025-12-31,Net Banking,Delivered,291225.8
ORD001008,CUST00315,2025-07-01,UPI,Delivered,189803.6
ORD001009,CUST00529,2025-03-16,UPI,Delivered,234024.0
ORD001010,CUST00085,2025-11-12,Net Banking,Delivered,169636.05
ORD001011,CUST00709,2026-05-31,UPI,Delivered,635417.0
ORD001012,CUST00694,2024-12-14,Wallet,Returned,298442.4
ORD001013,CUST00271,2025-03-25,Net Banking,Delivered,250687.7
ORD001014,CUST00143,2025-08-27,Credit Card,Delivered,192207.2
ORD001015,CUST00791,2026-05-16,UPI,Processing,862859.75
ORD001016,CUST00334,2026-04-04,UPI,Delivered,756383.6
ORD001017,CUST00959,2025-11-13,Debit Card,Delivered,106924.6
ORD001018,CUST00043,2026-06-21,UPI,Delivered,58026.0
ORD001019,CUST00050,2025-02-25,Net Banking,Delivered,345274.0
ORD001020,CUST00333,2025-05-22,Debit Card,Delivered,18076.6
ORD001021,CUST00339,2026-04-12,UPI,Returned,231861.9
ORD001022,CUST00365,2025-01-30,Credit Card,Cancelled,99524.6
ORD001023,CUST00893,2024-08-10,Wallet,Delivered,18639.0
ORD001024,CUST00972,2025-04-23,UPI,Delivered,64421.0
ORD001025,CUST00196,2024-10-12,UPI,Shipped,2646.0
ORD001026,CUST00654,2024-08-06,Credit Card,Shipped,242342.2
ORD001027,CUST00313,2024-12-01,Credit Card,Delivered,546876.8
ORD001028,CUST00009,2025-12-09,Credit Card,Delivered,603188.2
ORD001029,CUST00227,2025-09-16,Debit Card,Processing,360333.2
ORD001030,CUST00144,2025-09-05,Credit Card,Delivered,393125.0
ORD001031,CUST00714,2024-07-08,Debit Card,Delivered,7424.25
ORD001032,CUST00866,2024-10-21,UPI,Shipped,556572.0
ORD001033,CUST00642,2025-07-23,Cash on Delivery,Delivered,557001.2
ORD001034,CUST00450,2024-12-21,UPI,Delivered,668275.05
ORD001035,CUST00168,2024-07-14,Credit Card,Delivered,41428.8
ORD001036,CUST00079,2025-01-29,Cash on Delivery,Delivered,524839.0
ORD001037,CUST00590,2024-10-26,Net Banking,Delivered,109504.2
ORD001038,CUST00044,2025-07-20,UPI,Delivered,334648.35
ORD001039,CUST00675,2025-05-29,UPI,Delivered,97803.0
ORD001040,CUST00524,2024-12-16,UPI,Delivered,164246.9
ORD001041,CUST00820,2025-05-31,Credit Card,Delivered,393497.5
ORD001042,CUST00081,2024-10-20,Cash on Delivery,Delivered,350788.6
ORD001043,CUST00292,2026-07-03,Net Banking,Delivered,208079.95
ORD001044,CUST00114,2026-05-04,Debit Card,Delivered,294036.8
ORD001045,CUST00903,2025-08-07,UPI,Shipped,502556.95
ORD001046,CUST00874,2026-05-16,UPI,Delivered,188895.4
ORD001047,CUST00694,2024-09-25,Wallet,Delivered,847961.4
ORD001048,CUST00385,2025-01-28,UPI,Delivered,583584.5
ORD001049,CUST00496,2025-11-12,Net Banking,Delivered,587500.6
ORD001050,CUST00859,2025-01-25,Wallet,Shipped,101381.2
ORD001051,CUST00803,2025-12-15,Credit Card,Delivered,293453.0
ORD001052,CUST00464,2025-02-03,UPI,Delivered,217617.65
ORD001053,CUST00447,2025-06-25,Net Banking,Delivered,319116.2
ORD001054,CUST00051,2024-10-06,UPI,Delivered,218057.0
ORD001055,CUST00574,2025-08-22,UPI,Delivered,315194.1
ORD001056,CUST00567,2026-02-14,Credit Card,Delivered,143154.0
ORD001057,CUST00621,2025-09-30,Cash on Delivery,Delivered,450627.0
ORD001058,CUST00389,2025-01-02,Credit Card,Processing,638263.8
ORD001059,CUST00943,2025-10-10,UPI,Returned,111489.25
ORD001060,CUST00662,2025-03-11,UPI,Delivered,595062.75
ORD001061,CUST00022,2026-03-16,Net Banking,Delivered,309367.7
ORD001062,CUST00942,2024-12-19,Net Banking,Shipped,377273.1
ORD001063,CUST00125,2026-06-27,UPI,Processing,87342.0
ORD001064,CUST00601,2024-07-24,UPI,Processing,373187.2
ORD001065,CUST00624,2025-09-27,Credit Card,Delivered,60110.1
ORD001066,CUST00606,2025-05-23,Credit Card,Delivered,315508.2
ORD001067,CUST00503,2025-09-27,Credit Card,Delivered,220357.0
ORD001068,CUST00156,2026-03-19,Cash on Delivery,Delivered,12719.4
ORD001069,CUST00400,2024-08-11,Credit Card,Delivered,241794.85
ORD001070,CUST00679,2025-05-28,Debit Card,Delivered,586483.0
ORD001071,CUST00093,2025-07-27,Debit Card,Delivered,551964.5
ORD001072,CUST00682,2025-05-16,Cash on Delivery,Delivered,312721.5
ORD001073,CUST00671,2025-01-26,UPI,Delivered,593947.45
ORD001074,CUST00484,2025-12-29,Credit Card,Delivered,419189.4
ORD001075,CUST00820,2026-02-15,Net Banking,Delivered,400210.9
ORD001076,CUST00522,2026-05-07,Wallet,Delivered,9492.0
ORD001077,CUST00717,2026-06-20,UPI,Delivered,530639.0
ORD001078,CUST00561,2025-12-02,Debit Card,Delivered,245765.6
ORD001079,CUST00549,2026-05-07,Net Banking,Delivered,94838.3
ORD001080,CUST00987,2025-10-22,Credit Card,Delivered,112564.05
ORD001081,CUST00835,2025-11-06,UPI,Delivered,377387.6
ORD001082,CUST00776,2025-12-27,Credit Card,Processing,173856.0
ORD001083,CUST00580,2026-06-22,Net Banking,Delivered,351636.4
ORD001084,CUST00822,2024-07-10,Net Banking,Delivered,233760.6
ORD001085,CUST00286,2025-09-23,UPI,Delivered,184193.6
ORD001086,CUST00881,2024-11-19,UPI,Delivered,4118.25
ORD001087,CUST00964,2024-11-19,UPI,Delivered,462795.8
ORD001088,CUST00708,2025-08-04,Credit Card,Delivered,411662.2
ORD001089,CUST00286,2025-08-28,Debit Card,Delivered,298457.1
ORD001090,CUST00400,2026-02-21,Cash on Delivery,Delivered,522216.5
ORD001091,CUST00785,2026-05-05,Wallet,Delivered,341845.05
ORD001092,CUST00743,2025-02-09,Cash on Delivery,Returned,110125.15
ORD001093,CUST00039,2026-07-06,UPI,Delivered,165141.2
ORD001094,CUST00468,2025-10-27,UPI,Delivered,748074.2
ORD001095,CUST00102,2025-08-07,UPI,Delivered,86314.5
ORD001096,CUST00835,2025-06-25,Debit Card,Delivered,56691.0
ORD001097,CUST00206,2026-02-22,Credit Card,Delivered,248584.85
ORD001098,CUST00988,2025-02-02,Cash on Delivery,Shipped,125449.0
ORD001099,CUST00575,2026-05-15,Net Banking,Cancelled,38005.0
ORD001100,CUST00388,2025-03-13,Credit Card,Delivered,82479.45
ORD001101,CUST00220,2026-02-13,UPI,Delivered,263346.4
ORD001102,CUST00765,2025-04-06,Debit Card,Delivered,625569.6
ORD001103,CUST00352,2024-10-02,Credit Card,Delivered,184368.0
ORD001104,CUST00349,2026-05-03,Debit Card,Shipped,297015.4
ORD001105,CUST00724,2026-01-08,UPI,Delivered,900699.8
ORD001106,CUST00912,2025-01-08,Net Banking,Shipped,286734.9
ORD001107,CUST00927,2026-04-14,UPI,Delivered,152093.6
ORD001108,CUST00413,2026-04-14,Debit Card,Delivered,93378.0
ORD001109,CUST00077,2026-02-23,UPI,Delivered,185560.2
ORD001110,CUST00499,2025-03-20,UPI,Delivered,553955.3
ORD001111,CUST00103,2025-08-29,Debit Card,Delivered,385039.2
ORD001112,CUST00569,2026-02-09,Credit Card,Delivered,92181.25
ORD001113,CUST00728,2026-06-01,UPI,Cancelled,246679.0
ORD001114,CUST00782,2025-06-25,Debit Card,Delivered,23632.0
ORD001115,CUST00014,2024-10-21,Debit Card,Delivered,219820.5
ORD001116,CUST00648,2026-04-25,UPI,Delivered,244321.25
ORD001117,CUST00051,2025-07-24,Credit Card,Shipped,365128.0
ORD001118,CUST00708,2024-10-11,Debit Card,Delivered,410422.3
ORD001119,CUST00711,2025-06-25,Debit Card,Shipped,256959.8
ORD001120,CUST00204,2025-01-30,UPI,Delivered,8481.6
ORD001121,CUST00261,2026-05-28,UPI,Delivered,620622.8
ORD001122,CUST00543,2024-12-07,UPI,Delivered,367568.0
ORD001123,CUST00847,2024-07-24,Credit Card,Shipped,531200.1
ORD001124,CUST00055,2025-11-18,Net Banking,Delivered,415881.3
ORD001125,CUST00133,2025-06-02,UPI,Delivered,118430.8
ORD001126,CUST00706,2026-03-26,Net Banking,Delivered,662998.8
ORD001127,CUST00949,2025-09-10,Debit Card,Delivered,221999.0
ORD001128,CUST00529,2025-09-15,Credit Card,Delivered,172795.6
ORD001129,CUST00668,2024-10-09,UPI,Delivered,242750.65
ORD001130,CUST00066,2026-03-12,UPI,Delivered,260654.7
ORD001131,CUST00628,2024-09-28,Wallet,Shipped,129499.2
ORD001132,CUST00337,2026-02-16,Debit Card,Delivered,231314.0
ORD001133,CUST00489,2025-05-02,UPI,Delivered,1014255.3
ORD001134,CUST00978,2026-04-20,UPI,Delivered,394404.9
ORD001135,CUST00774,2026-04-15,UPI,Delivered,367637.0
ORD001136,CUST00222,2026-04-06,Debit Card,Delivered,384734.7
ORD001137,CUST00906,2025-02-03,Credit Card,Delivered,119444.5
ORD001138,CUST00988,2026-03-02,UPI,Delivered,268058.8
ORD001139,CUST00553,2026-01-18,Cash on Delivery,Delivered,21112.0
ORD001140,CUST00112,2026-02-22,UPI,Shipped,381017.95
ORD001141,CUST00172,2026-04-12,Net Banking,Delivered,419910.0
ORD001142,CUST00426,2024-08-04,Net Banking,Delivered,232368.0
ORD001143,CUST00274,2024-12-12,Credit Card,Delivered,232870.0
ORD001144,CUST00807,2025-03-01,UPI,Delivered,79397.0
ORD001145,CUST00890,2024-12-16,UPI,Delivered,41461.2
ORD001146,CUST00495,2025-10-09,UPI,Shipped,336235.45
ORD001147,CUST00123,2025-08-03,UPI,Delivered,214866.0
ORD001148,CUST00283,2026-02-18,Cash on Delivery,Cancelled,346767.0
ORD001149,CUST00239,2025-08-18,UPI,Returned,362541.65
ORD001150,CUST00661,2026-06-07,Cash on Delivery,Delivered,184298.0
ORD001151,CUST00478,2024-08-27,Credit Card,Delivered,62427.0
ORD001152,CUST00114,2025-08-05,Debit Card,Delivered,354657.0
ORD001153,CUST00319,2025-07-26,UPI,Delivered,261488.0
ORD001154,CUST00574,2024-12-14,Wallet,Delivered,112810.85
ORD001155,CUST00284,2025-09-06,Credit Card,Processing,825086.9
ORD001156,CUST00813,2025-07-07,Credit Card,Delivered,138060.0
ORD001157,CUST00531,2025-06-17,UPI,Delivered,451125.2
ORD001158,CUST00525,2025-11-26,UPI,Delivered,316885.2
ORD001159,CUST00457,2026-02-08,Credit Card,Delivered,302601.0
ORD001160,CUST00004,2025-04-12,UPI,Delivered,110848.0
ORD001161,CUST00420,2025-08-09,Net Banking,Delivered,334150.0
ORD001162,CUST00166,2024-12-27,Credit Card,Delivered,94798.8
ORD001163,CUST00192,2026-01-27,UPI,Delivered,522320.8
ORD001164,CUST00310,2025-01-05,Wallet,Delivered,565843.1
ORD001165,CUST00248,2024-12-21,UPI,Delivered,121371.4
ORD001166,CUST00395,2025-05-18,Credit Card,Shipped,329322.0
ORD001167,CUST00303,2025-02-13,UPI,Delivered,6213.0
ORD001168,CUST00094,2026-02-19,UPI,Delivered,736342.25
ORD001169,CUST00388,2025-07-11,UPI,Delivered,572623.0
ORD001170,CUST00598,2025-06-22,UPI,Delivered,341295.8
ORD001171,CUST00724,2024-07-18,UPI,Shipped,423893.75
ORD001172,CUST00944,2026-04-13,Credit Card,Delivered,345655.65
ORD001173,CUST00386,2025-01-19,Debit Card,Delivered,185937.0
ORD001174,CUST00427,2024-09-19,Debit Card,Shipped,590685.0
ORD001175,CUST00735,2025-01-04,Credit Card,Delivered,414991.45
ORD001176,CUST00949,2026-01-16,UPI,Delivered,798895.3
ORD001177,CUST00896,2024-07-14,UPI,Delivered,239720.7
ORD001178,CUST00104,2025-10-20,Wallet,Delivered,443828.55
ORD001179,CUST00232,2024-07-17,Cash on Delivery,Delivered,368483.25
ORD001180,CUST00437,2025-11-03,UPI,Delivered,431834.9
ORD001181,CUST00300,2026-06-17,UPI,Shipped,717523.3
ORD001182,CUST00274,2024-10-03,UPI,Delivered,83099.4
ORD001183,CUST00602,2025-04-05,Credit Card,Delivered,198968.4
ORD001184,CUST00411,2024-12-04,Wallet,Delivered,177131.8
ORD001185,CUST00968,2025-08-10,Cash on Delivery,Delivered,256579.25
ORD001186,CUST00199,2026-04-10,Cash on Delivery,Delivered,252477.7
ORD001187,CUST00643,2025-11-14,UPI,Delivered,438609.7
ORD001188,CUST00856,2026-05-17,UPI,Delivered,203360.4
ORD001189,CUST00385,2025-05-29,Debit Card,Delivered,27712.8
ORD001190,CUST00432,2024-07-26,Net Banking,Delivered,725999.0
ORD001191,CUST00469,2024-11-29,Credit Card,Delivered,101738.85
ORD001192,CUST00283,2025-09-04,Debit Card,Shipped,428741.3
ORD001193,CUST00845,2024-10-15,UPI,Delivered,49310.3
ORD001194,CUST00136,2025-05-11,Credit Card,Shipped,233081.75
ORD001195,CUST00357,2024-10-19,Credit Card,Processing,394500.6
ORD001196,CUST00330,2025-04-04,UPI,Delivered,436741.3
ORD001197,CUST00457,2025-01-29,Credit Card,Delivered,334166.1
ORD001198,CUST00959,2026-03-11,UPI,Delivered,467504.85
ORD001199,CUST00306,2024-11-14,Credit Card,Delivered,305290.4
ORD001200,CUST00750,2024-08-07,Wallet,Delivered,6854.0
ORD001201,CUST00600,2026-06-25,UPI,Delivered,349316.1
ORD001202,CUST00558,2025-01-27,Net Banking,Shipped,466178.4
ORD001203,CUST00420,2024-08-29,Cash on Delivery,Shipped,217398.0
ORD001204,CUST00883,2025-11-28,UPI,Delivered,298608.0
ORD001205,CUST00477,2026-04-27,Credit Card,Delivered,310520.7
ORD001206,CUST00945,2024-11-17,UPI,Delivered,208200.0
ORD001207,CUST00614,2026-05-08,Debit Card,Delivered,176830.0
ORD001208,CUST00417,2026-05-14,Credit Card,Delivered,333228.1
ORD001209,CUST00335,2025-01-04,Cash on Delivery,Delivered,463518.3
ORD001210,CUST00310,2026-06-02,UPI,Delivered,543117.0
ORD001211,CUST00373,2024-09-12,UPI,Delivered,29867.65
ORD001212,CUST00934,2025-10-25,UPI,Delivered,118849.8
ORD001213,CUST00847,2024-08-04,UPI,Shipped,331970.2
ORD001214,CUST00413,2026-01-21,Cash on Delivery,Delivered,655116.95
ORD001215,CUST00725,2025-11-26,Wallet,Delivered,32540.0
ORD001216,CUST00181,2025-04-10,UPI,Delivered,101728.35
ORD001217,CUST00358,2025-06-22,Net Banking,Delivered,300831.1
ORD001218,CUST00857,2025-07-01,Debit Card,Delivered,391728.4
ORD001219,CUST00107,2024-10-20,UPI,Delivered,111174.7
ORD001220,CUST00788,2024-07-13,Cash on Delivery,Delivered,203532.0
ORD001221,CUST00581,2025-02-01,Credit Card,Delivered,64461.6
ORD001222,CUST00901,2026-02-16,UPI,Delivered,144232.25
ORD001223,CUST00877,2025-02-10,Net Banking,Delivered,5438.75
ORD001224,CUST00274,2024-08-28,Debit Card,Delivered,916271.7
ORD001225,CUST00664,2024-07-23,Net Banking,Delivered,551972.6
ORD001226,CUST00238,2024-08-20,UPI,Delivered,244974.5
ORD001227,CUST00398,2026-01-08,Cash on Delivery,Delivered,130226.15
ORD001228,CUST00418,2025-12-26,UPI,Delivered,963894.0
ORD001229,CUST00242,2025-07-27,UPI,Delivered,265644.0
ORD001230,CUST00860,2025-12-25,UPI,Delivered,418054.2
ORD001231,CUST00643,2025-10-10,Credit Card,Delivered,324325.4
ORD001232,CUST00253,2026-04-20,Cash on Delivery,Delivered,508255.3
ORD001233,CUST00261,2026-01-05,UPI,Delivered,124206.8
ORD001234,CUST00763,2025-02-04,Credit Card,Cancelled,360021.7
ORD001235,CUST00559,2024-09-23,Credit Card,Delivered,350058.4
ORD001236,CUST00912,2025-09-19,UPI,Shipped,53390.0
ORD001237,CUST00382,2024-12-22,UPI,Shipped,295632.0
ORD001238,CUST00976,2024-11-08,UPI,Delivered,318345.6
ORD001239,CUST00256,2025-02-03,UPI,Shipped,27134.95
ORD001240,CUST00307,2025-04-22,Net Banking,Delivered,155348.0
ORD001241,CUST00577,2026-03-06,UPI,Delivered,140959.9
ORD001242,CUST00695,2025-01-10,UPI,Delivered,219363.0
ORD001243,CUST00687,2026-04-21,Credit Card,Shipped,742860.0
ORD001244,CUST00214,2025-09-08,Wallet,Delivered,109157.6
ORD001245,CUST00928,2025-11-19,Credit Card,Delivered,703792.45
ORD001246,CUST00337,2024-09-04,UPI,Shipped,79261.0
ORD001247,CUST00713,2024-08-23,UPI,Delivered,666423.1
ORD001248,CUST00028,2025-11-02,Cash on Delivery,Delivered,420138.6
ORD001249,CUST00817,2025-07-17,Debit Card,Delivered,138371.2
ORD001250,CUST00736,2026-01-14,Cash on Delivery,Shipped,58607.4
ORD001251,CUST00736,2025-10-29,Credit Card,Delivered,456825.2
ORD001252,CUST00994,2025-03-05,UPI,Delivered,363574.35
ORD001253,CUST00655,2024-09-22,Debit Card,Delivered,11248.0
ORD001254,CUST00569,2025-11-12,UPI,Returned,537028.2
ORD001255,CUST00352,2026-06-25,Wallet,Shipped,104117.0
ORD001256,CUST00820,2024-10-28,Credit Card,Delivered,138376.0
ORD001257,CUST00897,2024-10-28,UPI,Delivered,297735.7
ORD001258,CUST00210,2026-02-11,Credit Card,Delivered,80981.8
ORD001259,CUST00693,2025-02-08,UPI,Delivered,358187.2
ORD001260,CUST00801,2025-09-03,UPI,Delivered,468355.6
ORD001261,CUST00798,2025-07-04,Wallet,Delivered,386325.3
ORD001262,CUST00045,2024-07-29,UPI,Delivered,315960.3
ORD001263,CUST00324,2025-10-07,UPI,Delivered,249296.85
ORD001264,CUST00895,2026-01-26,Cash on Delivery,Shipped,149217.0
ORD001265,CUST00124,2026-01-30,Credit Card,Delivered,454392.4
ORD001266,CUST00872,2025-09-14,UPI,Delivered,45404.0
ORD001267,CUST00176,2025-07-11,Credit Card,Delivered,621266.0
ORD001268,CUST00123,2024-11-02,Cash on Delivery,Delivered,594974.2
ORD001269,CUST00061,2026-02-06,Debit Card,Delivered,3618.0
ORD001270,CUST00493,2025-05-06,Wallet,Shipped,541448.6
ORD001271,CUST00375,2025-01-22,UPI,Delivered,367750.15
ORD001272,CUST00861,2026-05-11,Debit Card,Delivered,144860.75
ORD001273,CUST00430,2026-07-02,Credit Card,Processing,72486.4
ORD001274,CUST00727,2025-09-27,UPI,Delivered,142992.1
ORD001275,CUST00427,2025-05-20,UPI,Delivered,432044.1
ORD001276,CUST00198,2024-12-13,Credit Card,Delivered,212136.3
ORD001277,CUST00301,2024-11-27,Credit Card,Delivered,269379.3
ORD001278,CUST00062,2024-11-22,Debit Card,Delivered,6117.0
ORD001279,CUST00466,2025-04-23,Cash on Delivery,Processing,465330.3
ORD001280,CUST00366,2024-09-06,Cash on Delivery,Delivered,246062.85
ORD001281,CUST00908,2025-07-28,UPI,Delivered,149727.8
ORD001282,CUST00920,2026-04-22,Cash on Delivery,Delivered,273987.7
ORD001283,CUST00732,2025-02-24,Cash on Delivery,Delivered,219438.0
ORD001284,CUST00005,2026-03-16,Credit Card,Delivered,116143.2
ORD001285,CUST00744,2024-10-27,UPI,Delivered,24774.7
ORD001286,CUST00864,2024-11-29,Debit Card,Delivered,521497.4
ORD001287,CUST00463,2025-02-17,Debit Card,Delivered,5356.8
ORD001288,CUST00364,2024-07-18,UPI,Delivered,91964.75
ORD001289,CUST00882,2025-01-29,Debit Card,Delivered,250540.8
ORD001290,CUST00333,2026-04-15,Credit Card,Shipped,466545.6
ORD001291,CUST00402,2026-05-30,UPI,Returned,163039.0
ORD001292,CUST00020,2025-12-28,UPI,Returned,132806.6
ORD001293,CUST00332,2025-11-21,Cash on Delivery,Returned,256215.0
ORD001294,CUST00533,2025-12-13,UPI,Shipped,456248.0
ORD001295,CUST00919,2024-12-21,UPI,Delivered,687871.5
ORD001296,CUST00265,2024-11-18,UPI,Returned,824322.2
ORD001297,CUST00779,2025-05-29,UPI,Delivered,6067.0
ORD001298,CUST00385,2024-09-23,Credit Card,Delivered,790282.2
ORD001299,CUST00544,2024-09-29,Net Banking,Delivered,740021.05
ORD001300,CUST00650,2025-08-26,UPI,Delivered,38556.0
ORD001301,CUST00663,2026-04-12,Net Banking,Delivered,64518.0
ORD001302,CUST00299,2025-11-03,Credit Card,Delivered,367770.0
ORD001303,CUST00325,2024-08-17,Credit Card,Delivered,187744.5
ORD001304,CUST00320,2024-08-04,UPI,Delivered,231223.35
ORD001305,CUST00145,2024-12-04,Debit Card,Cancelled,346452.3
ORD001306,CUST00663,2025-03-02,Cash on Delivery,Delivered,177902.0
ORD001307,CUST00546,2025-05-01,Credit Card,Delivered,186682.0
ORD001308,CUST00827,2025-08-20,UPI,Delivered,37737.0
ORD001309,CUST00419,2025-06-08,UPI,Shipped,663864.0
ORD001310,CUST00211,2024-09-23,UPI,Delivered,360840.6
ORD001311,CUST00837,2025-12-24,Credit Card,Delivered,641311.95
ORD001312,CUST00553,2025-04-30,UPI,Delivered,124440.9
ORD001313,CUST00110,2024-12-22,Cash on Delivery,Delivered,702342.15
ORD001314,CUST00769,2024-08-16,Credit Card,Delivered,290146.7
ORD001315,CUST00791,2025-07-11,Credit Card,Delivered,390889.2
ORD001316,CUST00729,2024-07-17,UPI,Returned,566902.7
ORD001317,CUST00028,2024-10-31,Credit Card,Delivered,75323.0
ORD001318,CUST00985,2025-09-05,UPI,Processing,593900.3
ORD001319,CUST00399,2025-05-14,Net Banking,Delivered,6169.3
ORD001320,CUST00594,2025-06-21,UPI,Returned,664226.8
ORD001321,CUST00671,2025-12-29,UPI,Delivered,186922.8
ORD001322,CUST00798,2025-11-27,Credit Card,Delivered,48719.9
ORD001323,CUST00502,2024-11-16,Debit Card,Delivered,242285.3
ORD001324,CUST00628,2024-08-20,UPI,Delivered,148702.65
ORD001325,CUST00478,2026-07-03,Net Banking,Delivered,94017.7
ORD001326,CUST00029,2026-06-30,Credit Card,Delivered,387805.05
ORD001327,CUST00379,2024-11-02,UPI,Shipped,363198.05
ORD001328,CUST00588,2026-03-05,UPI,Delivered,512545.2
ORD001329,CUST00088,2024-08-04,Credit Card,Delivered,327138.7
ORD001330,CUST00202,2024-08-01,UPI,Delivered,358360.3
ORD001331,CUST00504,2025-10-12,UPI,Delivered,150483.0
ORD001332,CUST00444,2025-03-25,UPI,Delivered,16173.8
ORD001333,CUST00590,2026-03-05,UPI,Delivered,188542.4
ORD001334,CUST00734,2026-03-15,Debit Card,Delivered,299383.2
ORD001335,CUST00657,2025-01-07,Credit Card,Shipped,407862.3
ORD001336,CUST00297,2025-05-07,Credit Card,Delivered,439757.6
ORD001337,CUST00288,2026-06-01,UPI,Delivered,719190.1
ORD001338,CUST00408,2026-03-23,Credit Card,Delivered,359469.0
ORD001339,CUST00681,2025-05-25,Net Banking,Shipped,168844.1
ORD001340,CUST00670,2026-01-19,Wallet,Delivered,460697.3
ORD001341,CUST00922,2024-10-21,Credit Card,Delivered,706205.9
ORD001342,CUST00255,2024-08-31,Credit Card,Processing,404363.4
ORD001343,CUST00226,2025-09-24,Debit Card,Delivered,162799.4
ORD001344,CUST00259,2025-04-13,UPI,Delivered,219704.9
ORD001345,CUST00189,2024-12-07,UPI,Delivered,173852.1
ORD001346,CUST00251,2025-05-21,Credit Card,Delivered,283226.1
ORD001347,CUST00970,2025-09-03,Cash on Delivery,Delivered,575880.45
ORD001348,CUST00151,2025-10-04,UPI,Delivered,89693.7
ORD001349,CUST00023,2024-08-01,Cash on Delivery,Delivered,470119.35
ORD001350,CUST00900,2024-07-15,Credit Card,Cancelled,611234.9
ORD001351,CUST00340,2025-03-28,UPI,Delivered,117668.5
ORD001352,CUST00275,2025-07-04,Net Banking,Shipped,6925.5
ORD001353,CUST00502,2025-07-12,Cash on Delivery,Delivered,42402.8
ORD001354,CUST00737,2025-10-20,Debit Card,Delivered,218106.0
ORD001355,CUST00078,2025-03-08,UPI,Shipped,446778.6
ORD001356,CUST00819,2024-07-31,Cash on Delivery,Delivered,108387.2
ORD001357,CUST00050,2024-08-23,UPI,Delivered,363200.15
ORD001358,CUST00985,2024-09-20,UPI,Shipped,466424.85
ORD001359,CUST00782,2025-07-27,Wallet,Delivered,60180.3
ORD001360,CUST00862,2025-01-13,Debit Card,Delivered,136429.5
ORD001361,CUST00682,2024-10-22,UPI,Delivered,522990.0
ORD001362,CUST00858,2025-03-24,Credit Card,Delivered,157338.75
ORD001363,CUST00383,2026-03-19,Net Banking,Delivered,119995.95
ORD001364,CUST00744,2025-09-18,Credit Card,Delivered,410896.1
ORD001365,CUST00723,2024-07-17,Cash on Delivery,Delivered,158456.2
ORD001366,CUST00818,2024-07-28,UPI,Delivered,381295.5
ORD001367,CUST00011,2026-03-20,Wallet,Shipped,3036.0
ORD001368,CUST00511,2025-07-01,UPI,Processing,511992.0
ORD001369,CUST00214,2024-12-22,Credit Card,Delivered,826330.1
ORD001370,CUST00519,2025-10-28,Credit Card,Delivered,582231.2
ORD001371,CUST00502,2025-07-01,Net Banking,Delivered,233147.25
ORD001372,CUST00313,2024-09-15,Cash on Delivery,Shipped,185602.3
ORD001373,CUST00935,2024-12-02,Debit Card,Shipped,123708.0
ORD001374,CUST00364,2026-02-12,Credit Card,Delivered,95405.2
ORD001375,CUST00920,2026-03-04,Cash on Delivery,Delivered,144187.2
ORD001376,CUST00674,2024-08-03,UPI,Delivered,146459.3
ORD001377,CUST00153,2025-11-28,UPI,Shipped,368491.9
ORD001378,CUST00383,2025-06-23,Credit Card,Delivered,483649.9
ORD001379,CUST00146,2024-11-18,Debit Card,Delivered,104549.0
ORD001380,CUST00633,2024-11-09,Wallet,Shipped,492113.5
ORD001381,CUST00410,2024-09-18,Credit Card,Delivered,341411.6
ORD001382,CUST00694,2024-09-30,Debit Card,Delivered,228030.4
ORD001383,CUST00916,2024-12-13,Debit Card,Delivered,552819.05
ORD001384,CUST00041,2025-08-31,Debit Card,Delivered,148823.45
ORD001385,CUST00244,2026-03-31,UPI,Shipped,90540.0
ORD001386,CUST00438,2025-04-29,Cash on Delivery,Delivered,530170.8
ORD001387,CUST00413,2025-09-20,UPI,Processing,69247.8
ORD001388,CUST00592,2024-08-09,Credit Card,Delivered,567491.6
ORD001389,CUST00868,2026-02-05,Credit Card,Delivered,79355.8
ORD001390,CUST00957,2025-08-07,Net Banking,Delivered,227010.0
ORD001391,CUST00043,2025-07-10,UPI,Delivered,65977.0
ORD001392,CUST00697,2026-05-26,Credit Card,Delivered,228311.6
ORD001393,CUST00230,2024-09-04,UPI,Shipped,547876.0
ORD001394,CUST00365,2025-11-28,UPI,Delivered,419327.85
ORD001395,CUST00643,2025-05-06,Credit Card,Delivered,610833.2
ORD001396,CUST00929,2025-07-27,Credit Card,Delivered,790857.7
ORD001397,CUST00055,2024-10-26,Wallet,Delivered,229262.05
ORD001398,CUST00058,2024-11-29,UPI,Delivered,438038.4
ORD001399,CUST00351,2024-10-09,UPI,Delivered,694309.4
ORD001400,CUST00905,2024-07-27,Net Banking,Delivered,88128.0
ORD001401,CUST00194,2026-03-24,Wallet,Delivered,231825.0
ORD001402,CUST00706,2026-04-08,Cash on Delivery,Delivered,92184.0
ORD001403,CUST00745,2025-01-21,Debit Card,Delivered,358244.15
ORD001404,CUST00666,2025-03-10,UPI,Shipped,4421.7
ORD001405,CUST00848,2026-05-14,Net Banking,Shipped,177558.0
ORD001406,CUST00221,2026-06-24,UPI,Delivered,225608.75
ORD001407,CUST00001,2026-01-10,Credit Card,Delivered,282672.0
ORD001408,CUST00094,2026-02-28,UPI,Delivered,79527.35
ORD001409,CUST00960,2025-02-09,UPI,Delivered,122363.8
ORD001410,CUST00634,2026-02-05,UPI,Delivered,74640.55
ORD001411,CUST00050,2025-05-20,Debit Card,Delivered,219707.4
ORD001412,CUST00406,2026-03-15,Credit Card,Delivered,434948.1
