order_item_id,order_id,product_id,quantity,unit_price,discount,line_total
ITEM0003914,ORD001282,PROD00282,2,20136.0,15,34231.2
ITEM0003915,ORD001282,PROD00321,4,28130.0,0,112520.0
ITEM0003916,ORD001282,PROD00136,2,74845.0,15,127236.5
ITEM0003917,ORD001283,PROD00218,4,25405.0,10,91458.0
ITEM0003918,ORD001283,PROD00113,1,88374.0,0,88374.0
ITEM0003919,ORD001283,PROD00242,1,39606.0,0,39606.0
ITEM0003920,ORD001284,PROD00236,3,40752.0,5,116143.2
ITEM0003921,ORD001285,PROD00435,3,1382.0,5,3938.7
ITEM0003922,ORD001285,PROD00285,2,10418.0,0,20836.0
ITEM0003923,ORD001286,PROD00229,4,49739.0,0,198956.0
ITEM0003924,ORD001286,PROD00065,4,74512.0,5,283145.6
ITEM0003925,ORD001286,PROD00077,2,23174.0,15,39395.8
ITEM0003926,ORD001287,PROD00388,2,2976.0,10,5356.8
ITEM0003927,ORD001288,PROD00112,4,14363.0,5,54579.4
ITEM0003928,ORD001288,PROD00166,1,39353.0,5,37385.35
ITEM0003929,ORD001289,PROD00111,4,55354.0,15,188203.6
ITEM0003930,ORD001289,PROD00101,4,2942.0,20,9414.4
ITEM0003931,ORD001289,PROD00060,2,22033.0,0,44066.0
ITEM0003932,ORD001289,PROD00086,1,11071.0,20,8856.8
ITEM0003933,ORD001290,PROD00161,4,11602.0,15,39446.8
ITEM0003934,ORD001290,PROD00111,4,55354.0,15,188203.6
ITEM0003935,ORD001290,PROD00437,4,1445.0,5,5491.0
ITEM0003936,ORD001290,PROD00399,3,2010.0,10,5427.0
ITEM0003937,ORD001290,PROD00147,3,79992.0,5,227977.2
ITEM0003938,ORD001291,PROD00001,2,85810.0,5,163039.0
ITEM0003939,ORD001292,PROD00009,3,32495.0,0,97485.0
ITEM0003940,ORD001292,PROD00339,4,11038.0,20,35321.6
ITEM0003941,ORD001293,PROD00228,3,89900.0,5,256215.0
ITEM0003942,ORD001294,PROD00263,3,69889.0,20,167733.6
ITEM0003943,ORD001294,PROD00063,2,80104.0,0,160208.0
ITEM0003944,ORD001294,PROD00358,3,29802.0,10,80465.4
ITEM0003945,ORD001294,PROD00073,3,15947.0,0,47841.0
ITEM0003946,ORD001295,PROD00190,4,78350.0,5,297730.0
ITEM0003947,ORD001295,PROD00344,1,85307.0,0,85307.0
ITEM0003948,ORD001295,PROD00151,3,83183.0,10,224594.1
ITEM0003949,ORD001295,PROD00137,4,22289.0,10,80240.4
ITEM0003950,ORD001296,PROD00295,3,72545.0,0,217635.0
ITEM0003951,ORD001296,PROD00319,3,87426.0,5,249164.1
ITEM0003952,ORD001296,PROD00088,2,88474.0,0,176948.0
ITEM0003953,ORD001296,PROD00284,4,22028.0,10,79300.8
ITEM0003954,ORD001296,PROD00376,3,37509.0,10,101274.3
ITEM0003955,ORD001297,PROD00320,1,6067.0,0,6067.0
ITEM0003956,ORD001298,PROD00202,4,89806.0,10,323301.6
ITEM0003957,ORD001298,PROD00338,1,58148.0,5,55240.6
ITEM0003958,ORD001298,PROD00127,4,3934.0,0,15736.0
ITEM0003959,ORD001298,PROD00145,4,68562.0,0,274248.0
ITEM0003960,ORD001298,PROD00014,2,60878.0,0,121756.0
ITEM0003961,ORD001299,PROD00331,3,42888.0,5,122230.8
ITEM0003962,ORD001299,PROD00097,2,34493.0,10,62087.4
ITEM0003963,ORD001299,PROD00164,3,47745.0,5,136073.25
ITEM0003964,ORD001299,PROD00154,4,28772.0,5,109333.6
ITEM0003965,ORD001299,PROD00224,4,77574.0,0,310296.0
ITEM0003966,ORD001300,PROD00008,3,14280.0,10,38556.0
ITEM0003967,ORD001301,PROD00292,1,64518.0,0,64518.0
ITEM0003968,ORD001302,PROD00136,3,74845.0,0,224535.0
ITEM0003969,ORD001302,PROD00164,3,47745.0,0,143235.0
ITEM0003970,ORD001303,PROD00319,2,87426.0,15,148624.2
ITEM0003971,ORD001303,PROD00153,1,43467.0,10,39120.3
ITEM0003972,ORD001304,PROD00022,3,81131.0,5,231223.35
ITEM0003973,ORD001305,PROD00414,4,5494.0,0,21976.0
ITEM0003974,ORD001305,PROD00144,2,22635.0,5,43006.5
ITEM0003975,ORD001305,PROD00005,1,73482.0,10,66133.8
ITEM0003976,ORD001305,PROD00236,4,40752.0,0,163008.0
ITEM0003977,ORD001305,PROD00258,1,52328.0,0,52328.0
ITEM0003978,ORD001306,PROD00170,2,88951.0,0,177902.0
ITEM0003979,ORD001307,PROD00009,1,32495.0,0,32495.0
ITEM0003980,ORD001307,PROD00285,3,10418.0,0,31254.0
ITEM0003981,ORD001307,PROD00230,1,11171.0,0,11171.0
ITEM0003982,ORD001307,PROD00369,4,31045.0,10,111762.0
ITEM0003983,ORD001308,PROD00370,1,33890.0,10,30501.0
ITEM0003984,ORD001308,PROD00399,4,2010.0,10,7236.0
ITEM0003985,ORD001309,PROD00295,4,72545.0,10,261162.0
ITEM0003986,ORD001309,PROD00438,4,1265.0,0,5060.0
ITEM0003987,ORD001309,PROD00280,1,46020.0,15,39117.0
ITEM0003988,ORD001309,PROD00095,4,59422.0,15,202034.8
ITEM0003989,ORD001309,PROD00038,2,86939.0,10,156490.2
ITEM0003990,ORD001310,PROD00370,1,33890.0,10,30501.0
ITEM0003991,ORD001310,PROD00078,3,71514.0,0,214542.0
ITEM0003992,ORD001310,PROD00331,3,42888.0,10,115797.6
ITEM0003993,ORD001311,PROD00287,3,73121.0,15,186458.55
ITEM0003994,ORD001311,PROD00062,1,52432.0,5,49810.4
ITEM0003995,ORD001311,PROD00328,1,81415.0,0,81415.0
ITEM0003996,ORD001311,PROD00010,4,80907.0,0,323628.0
ITEM0003997,ORD001312,PROD00441,2,2599.0,10,4678.2
ITEM0003998,ORD001312,PROD00269,1,60008.0,5,57007.6
ITEM0003999,ORD001312,PROD00198,2,33029.0,5,62755.1
ITEM0004000,ORD001313,PROD00046,1,43347.0,5,41179.65
ITEM0004001,ORD001313,PROD00147,4,79992.0,5,303969.6
ITEM0004002,ORD001313,PROD00333,1,11961.0,10,10764.9
ITEM0004003,ORD001313,PROD00157,4,86607.0,0,346428.0
ITEM0004004,ORD001314,PROD00330,1,16168.0,0,16168.0
ITEM0004005,ORD001314,PROD00210,1,88511.0,10,79659.9
ITEM0004006,ORD001314,PROD00132,4,23579.0,20,75452.8
ITEM0004007,ORD001314,PROD00167,2,59433.0,0,118866.0
ITEM0004008,ORD001315,PROD00220,4,80193.0,0,320772.0
ITEM0004009,ORD001315,PROD00266,4,19477.0,10,70117.2
ITEM0004010,ORD001316,PROD00179,2,34914.0,5,66336.6
ITEM0004011,ORD001316,PROD00191,2,58333.0,0,116666.0
ITEM0004012,ORD001316,PROD00043,4,85886.0,5,326366.8
ITEM0004013,ORD001316,PROD00194,1,48898.0,15,41563.3
ITEM0004014,ORD001316,PROD00261,1,15970.0,0,15970.0
ITEM0004015,ORD001317,PROD00114,1,48438.0,10,43594.2
ITEM0004016,ORD001317,PROD00396,3,5202.0,10,14045.4
ITEM0004017,ORD001317,PROD00253,4,5201.0,15,17683.4
ITEM0004018,ORD001318,PROD00066,1,17014.0,0,17014.0
ITEM0004019,ORD001318,PROD00377,3,34951.0,10,94367.7
ITEM0004020,ORD001318,PROD00158,3,61929.0,0,185787.0
ITEM0004021,ORD001318,PROD00431,2,21521.0,0,43042.0
ITEM0004022,ORD001318,PROD00383,4,79278.0,200,253689.6
ITEM0004023,ORD001319,PROD00436,1,709.0,0,709.0
ITEM0004024,ORD001319,PROD00320,1,6067.0,10,5460.3
ITEM0004025,ORD001320,PROD00173,4,74512.0,5,283145.6
ITEM0004026,ORD001320,PROD00398,4,4108.0,0,16432.0
ITEM0004027,ORD001320,PROD00247,4,24241.0,0,96964.0
ITEM0004028,ORD001320,PROD00026,4,74357.0,10,267685.2
ITEM0004029,ORD001321,PROD00290,1,53049.0,0,53049.0
ITEM0004030,ORD001321,PROD00242,1,39606.0,0,39606.0
ITEM0004031,ORD001321,PROD00179,3,34914.0,10,94267.8
ITEM0004032,ORD001322,PROD00431,1,21521.0,0,21521.0
ITEM0004033,ORD001322,PROD00018,1,30221.0,10,27198.9
ITEM0004034,ORD001323,PROD00030,2,88673.0,0,177346.0
ITEM0004035,ORD001323,PROD00299,1,65654.0,5,62371.3
ITEM0004036,ORD001323,PROD00400,1,2568.0,0,2568.0
ITEM0004037,ORD001324,PROD00245,1,59954.0,20,47963.2
ITEM0004038,ORD001324,PROD00441,3,2599.0,15,6627.45
ITEM0004039,ORD001324,PROD00373,2,47056.0,0,94112.0
ITEM0004040,ORD001325,PROD00258,1,52328.0,5,49711.6
ITEM0004041,ORD001325,PROD00035,2,23319.0,5,44306.1
ITEM0004042,ORD001326,PROD00402,3,3782.0,5,10778.7
ITEM0004043,ORD001326,PROD00010,2,80907.0,0,161814.0
ITEM0004044,ORD001326,PROD00027,3,84397.0,15,215212.35
ITEM0004045,ORD001327,PROD00008,1,14280.0,10,12852.0
ITEM0004046,ORD001327,PROD00042,3,51735.0,15,131924.25
ITEM0004047,ORD001327,PROD00026,1,74357.0,0,74357.0
ITEM0004048,ORD001327,PROD00288,3,56496.0,15,144064.8
ITEM0004049,ORD001328,PROD00325,4,75920.0,10,273312.0
ITEM0004050,ORD001328,PROD00386,4,2926.0,10,10533.6
ITEM0004051,ORD001328,PROD00036,4,48566.0,10,174837.6
ITEM0004052,ORD001328,PROD00120,2,26931.0,0,53862.0
ITEM0004053,ORD001329,PROD00240,3,55225.0,0,165675.0
ITEM0004054,ORD001329,PROD00259,1,54383.0,0,54383.0
ITEM0004055,ORD001329,PROD00219,3,7014.0,0,21042.0
ITEM0004056,ORD001329,PROD00253,1,5201.0,15,4420.85
ITEM0004057,ORD001329,PROD00103,3,32007.0,15,81617.85
ITEM0004058,ORD001330,PROD00017,3,38421.0,10,103736.7
ITEM0004059,ORD001330,PROD00122,2,57296.0,5,108862.4
ITEM0004060,ORD001330,PROD00166,4,39353.0,15,133800.2
ITEM0004061,ORD001330,PROD00333,1,11961.0,0,11961.0
ITEM0004062,ORD001331,PROD00375,3,48112.0,0,144336.0
ITEM0004063,ORD001331,PROD00422,1,6147.0,0,6147.0
ITEM0004064,ORD001332,PROD00099,4,4757.0,15,16173.8
ITEM0004065,ORD001333,PROD00225,1,35386.0,0,35386.0
ITEM0004066,ORD001333,PROD00332,3,53990.0,10,145773.0
ITEM0004067,ORD001333,PROD00440,4,1943.0,5,7383.4
ITEM0004068,ORD001334,PROD00077,3,23174.0,0,69522.0
ITEM0004069,ORD001334,PROD00355,4,46092.0,15,156712.8
ITEM0004070,ORD001334,PROD00175,1,81276.0,10,73148.4
ITEM0004071,ORD001335,PROD00104,4,6117.0,0,24468.0
ITEM0004072,ORD001335,PROD00093,4,28365.0,0,113460.0
ITEM0004073,ORD001335,PROD00344,3,85307.0,10,230328.9
ITEM0004074,ORD001335,PROD00139,4,9665.0,10,34794.0
ITEM0004075,ORD001335,PROD00420,3,1782.0,10,4811.4
ITEM0004076,ORD001336,PROD00266,4,19477.0,5,74012.6
ITEM0004077,ORD001336,PROD00263,1,69889.0,0,69889.0
ITEM0004078,ORD001336,PROD00363,4,13221.0,0,52884.0
ITEM0004079,ORD001336,PROD00367,4,60743.0,0,242972.0
ITEM0004080,ORD001337,PROD00088,4,88474.0,0,353896.0
ITEM0004081,ORD001337,PROD00200,4,5248.0,10,18892.8
ITEM0004082,ORD001337,PROD00286,4,55424.0,5,210611.2
ITEM0004083,ORD001337,PROD00263,2,69889.0,5,132789.1
ITEM0004084,ORD001337,PROD00413,1,3001.0,0,3001.0
ITEM0004085,ORD001338,PROD00331,3,42888.0,0,128664.0
ITEM0004086,ORD001338,PROD00324,2,64070.0,5,121733.0
ITEM0004087,ORD001338,PROD00198,2,33029.0,15,56149.3
ITEM0004088,ORD001338,PROD00171,3,19601.0,10,52922.7
ITEM0004089,ORD001339,PROD00067,3,36973.0,10,99827.1
ITEM0004090,ORD001339,PROD00409,2,6854.0,0,13708.0
ITEM0004091,ORD001339,PROD00289,2,29110.0,5,55309.0
ITEM0004092,ORD001340,PROD00073,3,15947.0,10,43056.9
ITEM0004093,ORD001340,PROD00212,4,38517.0,10,138661.2
ITEM0004094,ORD001340,PROD00012,4,87181.0,20,278979.2
ITEM0004095,ORD001341,PROD00104,2,6117.0,5,11622.3
ITEM0004096,ORD001341,PROD00274,3,85579.0,20,205389.6
ITEM0004097,ORD001341,PROD00024,4,72284.0,0,289136.0
ITEM0004098,ORD001341,PROD00058,3,66686.0,0,200058.0
ITEM0004099,ORD001342,PROD00300,4,52968.0,10,190684.8
ITEM0004100,ORD001342,PROD00208,2,42001.0,5,79801.9
ITEM0004101,ORD001342,PROD00404,1,1742.0,15,1480.7
ITEM0004102,ORD001342,PROD00150,2,77880.0,15,132396.0
ITEM0004103,ORD001343,PROD00149,4,17713.0,5,67309.4
ITEM0004104,ORD001343,PROD00164,2,47745.0,0,95490.0
ITEM0004105,ORD001344,PROD00034,2,61429.0,15,104429.3
ITEM0004106,ORD001344,PROD00045,4,32021.0,10,115275.6
ITEM0004107,ORD001345,PROD00192,1,7482.0,0,7482.0
ITEM0004108,ORD001345,PROD00158,1,61929.0,10,55736.1
ITEM0004109,ORD001345,PROD00389,4,6300.0,5,23940.0
ITEM0004110,ORD001345,PROD00046,2,43347.0,0,86694.0
ITEM0004111,ORD001346,PROD00430,3,18144.0,10,48988.8
ITEM0004112,ORD001346,PROD00380,3,72236.0,0,216708.0
ITEM0004113,ORD001346,PROD00266,1,19477.0,10,17529.3
ITEM0004114,ORD001347,PROD00258,2,52328.0,5,99423.2
ITEM0004115,ORD001347,PROD00314,4,35065.0,10,126234.0
ITEM0004116,ORD001347,PROD00397,3,4345.0,5,12383.25
ITEM0004117,ORD001347,PROD00361,4,74848.0,0,299392.0
ITEM0004118,ORD001347,PROD00250,3,14240.0,10,38448.0
ITEM0004119,ORD001348,PROD00429,2,14230.0,10,25614.0
ITEM0004120,ORD001348,PROD00278,3,12155.0,0,36465.0
ITEM0004121,ORD001348,PROD00262,1,30683.0,10,27614.7
ITEM0004122,ORD001349,PROD00143,4,67909.0,5,258054.2
ITEM0004123,ORD001349,PROD00035,3,23319.0,0,69957.0
ITEM0004124,ORD001349,PROD00029,2,11116.0,0,22232.0
ITEM0004125,ORD001349,PROD00336,1,76177.0,5,72368.15
ITEM0004126,ORD001349,PROD00337,1,47508.0,0,47508.0
ITEM0004127,ORD001350,PROD00202,3,89806.0,0,269418.0
ITEM0004128,ORD001350,PROD00124,2,34742.0,5,66009.8
ITEM0004129,ORD001350,PROD00180,4,14097.0,10,50749.2
ITEM0004130,ORD001350,PROD00247,2,24241.0,5,46057.9
ITEM0004131,ORD001350,PROD00267,2,89500.0,0,179000.0
ITEM0004132,ORD001351,PROD00266,2,19477.0,15,33110.9
ITEM0004133,ORD001351,PROD00044,2,44504.0,5,84557.6
ITEM0004134,ORD001352,PROD00023,1,7695.0,10,6925.5
ITEM0004135,ORD001353,PROD00253,4,5201.0,0,20804.0
ITEM0004136,ORD001353,PROD00199,1,25206.0,20,20164.8
ITEM0004137,ORD001353,PROD00401,1,1434.0,0,1434.0
ITEM0004138,ORD001354,PROD00316,3,72702.0,0,218106.0
ITEM0004139,ORD001355,PROD00240,3,55225.0,0,165675.0
ITEM0004140,ORD001355,PROD00123,3,38509.0,10,103974.3
ITEM0004141,ORD001355,PROD00277,4,37992.0,5,144369.6
ITEM0004142,ORD001355,PROD00393,2,6213.0,0,12426.0
ITEM0004143,ORD001355,PROD00333,2,11961.0,15,20333.7
ITEM0004144,ORD001356,PROD00110,1,33850.0,0,33850.0
ITEM0004145,ORD001356,PROD00399,2,2010.0,0,4020.0
ITEM0004146,ORD001356,PROD00376,2,37509.0,10,67516.2
ITEM0004147,ORD001356,PROD00413,1,3001.0,0,3001.0
ITEM0004148,ORD001357,PROD00281,2,72798.0,10,131036.4
ITEM0004149,ORD001357,PROD00042,3,51735.0,5,147444.75
ITEM0004150,ORD001357,PROD00102,1,84719.0,0,84719.0
ITEM0004151,ORD001358,PROD00106,1,33195.0,15,28215.75
ITEM0004152,ORD001358,PROD00096,4,61177.0,5,232472.6
ITEM0004153,ORD001358,PROD00070,1,61470.0,15,52249.5
ITEM0004154,ORD001358,PROD00336,1,76177.0,0,76177.0
ITEM0004155,ORD001358,PROD00360,2,38655.0,0,77310.0
ITEM0004156,ORD001359,PROD00137,3,22289.0,10,60180.3
ITEM0004157,ORD001360,PROD00317,3,47870.0,5,136429.5
ITEM0004158,ORD001361,PROD00276,2,84149.0,0,168298.0
ITEM0004159,ORD001361,PROD00030,4,88673.0,0,354692.0
ITEM0004160,ORD001362,PROD00081,4,16662.0,5,63315.6
ITEM0004161,ORD001362,PROD00434,1,879.0,15,747.15
ITEM0004162,ORD001362,PROD00035,4,23319.0,0,93276.0
ITEM0004163,ORD001363,PROD00285,4,10418.0,0,41672.0
ITEM0004164,ORD001363,PROD00216,2,45404.0,15,77186.8
ITEM0004165,ORD001363,PROD00406,1,1197.0,5,1137.15
ITEM0004166,ORD001364,PROD00366,1,64402.0,10,57961.8
ITEM0004167,ORD001364,PROD00131,3,54565.0,0,163695.0
ITEM0004168,ORD001364,PROD00351,2,44245.0,15,75216.5
ITEM0004169,ORD001364,PROD00346,3,25086.0,0,75258.0
ITEM0004170,ORD001364,PROD00188,2,21536.0,10,38764.8
ITEM0004171,ORD001365,PROD00036,2,48566.0,5,92275.4
ITEM0004172,ORD001365,PROD00233,2,41363.0,20,66180.8
ITEM0004173,ORD001366,PROD00356,2,66789.0,5,126899.1
ITEM0004174,ORD001366,PROD00325,1,75920.0,0,75920.0
ITEM0004175,ORD001366,PROD00291,1,77456.0,10,69710.4
ITEM0004176,ORD001366,PROD00259,2,54383.0,0,108766.0
ITEM0004177,ORD001367,PROD00438,3,1265.0,20,3036.0
ITEM0004178,ORD001368,PROD00265,4,17906.0,0,71624.0
ITEM0004179,ORD001368,PROD00270,4,57933.0,10,208558.8
ITEM0004180,ORD001368,PROD00373,4,47056.0,0,188224.0
ITEM0004181,ORD001368,PROD00083,3,9592.0,10,25898.4
ITEM0004182,ORD001368,PROD00396,4,5202.0,15,17686.8
ITEM0004183,ORD001369,PROD00292,3,64518.0,0,193554.0
ITEM0004184,ORD001369,PROD00103,2,32007.0,5,60813.3
ITEM0004185,ORD001369,PROD00347,3,87256.0,5,248679.6
ITEM0004186,ORD001369,PROD00319,3,87426.0,0,262278.0
ITEM0004187,ORD001369,PROD00272,1,64216.0,5,61005.2
ITEM0004188,ORD001370,PROD00134,4,36760.0,0,147040.0
ITEM0004189,ORD001370,PROD00350,1,59091.0,0,59091.0
ITEM0004190,ORD001370,PROD00062,4,52432.0,20,167782.4
ITEM0004191,ORD001370,PROD00061,4,57333.0,10,206398.8
ITEM0004192,ORD001370,PROD00442,1,1919.0,0,1919.0
ITEM0004193,ORD001371,PROD00418,1,1786.0,10,1607.4
ITEM0004194,ORD001371,PROD00157,1,86607.0,5,82276.65
ITEM0004195,ORD001371,PROD00266,2,19477.0,5,37006.3
ITEM0004196,ORD001371,PROD00331,2,42888.0,0,85776.0
ITEM0004197,ORD001371,PROD00206,1,31154.0,15,26480.9
ITEM0004198,ORD001372,PROD00003,2,34098.0,5,64786.2
ITEM0004199,ORD001372,PROD00112,3,14363.0,0,43089.0
ITEM0004200,ORD001372,PROD00075,1,81818.0,5,77727.1
ITEM0004201,ORD001373,PROD00072,2,25416.0,0,50832.0
ITEM0004202,ORD001373,PROD00054,2,36438.0,0,72876.0
ITEM0004203,ORD001374,PROD00084,1,76364.0,20,61091.2
ITEM0004204,ORD001374,PROD00223,2,17157.0,0,34314.0
ITEM0004205,ORD001375,PROD00063,2,80104.0,10,144187.2
ITEM0004206,ORD001376,PROD00114,3,48438.0,15,123516.9
ITEM0004207,ORD001376,PROD00188,1,21536.0,0,21536.0
ITEM0004208,ORD001376,PROD00434,2,879.0,20,1406.4
ITEM0004209,ORD001377,PROD00295,3,72545.0,10,195871.5
ITEM0004210,ORD001377,PROD00257,1,84544.0,0,84544.0
ITEM0004211,ORD001377,PROD00184,4,23178.0,5,88076.4
ITEM0004212,ORD001378,PROD00279,3,32735.0,10,88384.5
ITEM0004213,ORD001378,PROD00244,2,62946.0,5,119597.4
ITEM0004214,ORD001378,PROD00092,2,29760.0,0,59520.0
ITEM0004215,ORD001378,PROD00009,2,32495.0,0,64990.0
ITEM0004216,ORD001378,PROD00053,2,75579.0,0,151158.0
ITEM0004217,ORD001379,PROD00307,4,19786.0,0,79144.0
ITEM0004218,ORD001379,PROD00218,1,25405.0,0,25405.0
ITEM0004219,ORD001380,PROD00094,2,54296.0,0,108592.0
ITEM0004220,ORD001380,PROD00327,3,50351.0,10,135947.7
ITEM0004221,ORD001380,PROD00103,1,32007.0,0,32007.0
ITEM0004222,ORD001380,PROD00104,1,6117.0,0,6117.0
ITEM0004223,ORD001380,PROD00224,3,77574.0,10,209449.8
ITEM0004224,ORD001381,PROD00092,3,29760.0,15,75888.0
ITEM0004225,ORD001381,PROD00323,2,33266.0,20,53225.6
ITEM0004226,ORD001381,PROD00405,1,5110.0,0,5110.0
ITEM0004227,ORD001381,PROD00020,4,51797.0,0,207188.0
ITEM0004228,ORD001382,PROD00269,4,60008.0,5,228030.4
ITEM0004229,ORD001383,PROD00360,3,38655.0,0,115965.0
ITEM0004230,ORD001383,PROD00021,-2,49052.0,15,41694.2
ITEM0004231,ORD001383,PROD00232,4,88951.0,0,355804.0
ITEM0004232,ORD001383,PROD00412,3,5321.0,5,15164.85
ITEM0004233,ORD001383,PROD00429,2,14230.0,15,24191.0
ITEM0004234,ORD001384,PROD00211,1,54227.0,5,51515.65
ITEM0004235,ORD001384,PROD00317,2,47870.0,0,95740.0
ITEM0004236,ORD001384,PROD00404,1,1742.0,10,1567.8
ITEM0004237,ORD001385,PROD00144,4,22635.0,0,90540.0
ITEM0004238,ORD001386,PROD00097,2,34493.0,15,58638.1
ITEM0004239,ORD001386,PROD00081,3,16662.0,5,47486.7
ITEM0004240,ORD001386,PROD00070,2,61470.0,10,110646.0
ITEM0004241,ORD001386,PROD00190,4,78350.0,0,313400.0
ITEM0004242,ORD001387,PROD00313,2,38471.0,10,69247.8
ITEM0004243,ORD001388,PROD00417,4,2667.0,0,10668.0
ITEM0004244,ORD001388,PROD00303,2,18728.0,0,37456.0
ITEM0004245,ORD001388,PROD00046,2,43347.0,10,78024.6
ITEM0004246,ORD001388,PROD00012,3,87181.0,0,261543.0
ITEM0004247,ORD001388,PROD00228,2,89900.0,0,179800.0
ITEM0004248,ORD001389,PROD00323,2,33266.0,10,59878.8
ITEM0004249,ORD001389,PROD00266,1,19477.0,0,19477.0
ITEM0004250,ORD001390,PROD00379,3,43359.0,0,130077.0
ITEM0004251,ORD001390,PROD00283,3,32311.0,0,96933.0
ITEM0004252,ORD001391,PROD00068,2,16621.0,0,33242.0
ITEM0004253,ORD001391,PROD00279,1,32735.0,0,32735.0
ITEM0004254,ORD001392,PROD00125,4,60082.0,5,228311.6
ITEM0004255,ORD001393,PROD00279,4,32735.0,5,124393.0
ITEM0004256,ORD001393,PROD00191,3,58333.0,5,166249.05
ITEM0004257,ORD001393,PROD00170,2,88951.0,0,177902.0
ITEM0004258,ORD001393,PROD00099,3,4757.0,15,12130.35
ITEM0004259,ORD001393,PROD00208,2,42001.0,20,67201.6
ITEM0004260,ORD001394,PROD00305,2,79580.0,10,143244.0
ITEM0004261,ORD001394,PROD00285,3,10418.0,5,29691.3
ITEM0004262,ORD001394,PROD00111,3,55354.0,10,149455.8
ITEM0004263,ORD001394,PROD00136,1,74845.0,5,71102.75
ITEM0004264,ORD001394,PROD00357,1,25834.0,0,25834.0
ITEM0004265,ORD001395,PROD00358,4,29802.0,5,113247.6
ITEM0004266,ORD001395,PROD00243,4,58346.0,5,221714.8
ITEM0004267,ORD001395,PROD00122,4,57296.0,10,206265.6
ITEM0004268,ORD001395,PROD00135,2,39388.0,20,63020.8
ITEM0004269,ORD001395,PROD00341,2,3658.0,10,6584.4
ITEM0004270,ORD001396,PROD00365,4,74768.0,0,299072.0
ITEM0004271,ORD001396,PROD00324,3,64070.0,15,163378.5
ITEM0004272,ORD001396,PROD00152,1,56948.0,0,56948.0
ITEM0004273,ORD001396,PROD00173,4,74512.0,10,268243.2
ITEM0004274,ORD001396,PROD00395,3,1340.0,20,3216.0
ITEM0004275,ORD001397,PROD00257,1,84544.0,15,71862.4
ITEM0004276,ORD001397,PROD00120,3,26931.0,5,76753.35
ITEM0004277,ORD001397,PROD00049,3,29869.0,10,80646.3
ITEM0004278,ORD001398,PROD00141,2,9492.0,10,17085.6
ITEM0004279,ORD001398,PROD00419,2,1923.0,20,3076.8
ITEM0004280,ORD001398,PROD00150,3,77880.0,10,210276.0
ITEM0004281,ORD001398,PROD00072,4,25416.0,0,101664.0
ITEM0004282,ORD001398,PROD00300,2,52968.0,0,105936.0
ITEM0004283,ORD001399,PROD00040,3,72010.0,0,216030.0
ITEM0004284,ORD001399,PROD00248,2,39196.0,10,70552.8
ITEM0004285,ORD001399,PROD00231,2,83678.0,0,167356.0
ITEM0004286,ORD001399,PROD00030,2,88673.0,15,150744.1
ITEM0004287,ORD001399,PROD00106,3,33195.0,10,89626.5
ITEM0004288,ORD001400,PROD00076,4,22032.0,0,88128.0
ITEM0004289,ORD001401,PROD00400,2,2568.0,0,5136.0
ITEM0004290,ORD001401,PROD00011,3,75563.0,0,226689.0
ITEM0004291,ORD001402,PROD00355,2,46092.0,0,92184.0
ITEM0004292,ORD001403,PROD00211,2,54227.0,10,97608.6
ITEM0004293,ORD001403,PROD00338,3,58148.0,0,174444.0
ITEM0004294,ORD001403,PROD00133,4,2282.0,0,9128.0
ITEM0004295,ORD001403,PROD00018,3,30221.0,15,77063.55
ITEM0004296,ORD001404,PROD00396,1,5202.0,15,4421.7
ITEM0004297,ORD001405,PROD00010,2,80907.0,0,161814.0
ITEM0004298,ORD001405,PROD00200,3,5248.0,0,15744.0
ITEM0004299,ORD001406,PROD00047,2,37093.0,5,70476.7
ITEM0004300,ORD001406,PROD00229,1,49739.0,5,47252.05
ITEM0004301,ORD001406,PROD00436,4,709.0,0,2836.0
ITEM0004302,ORD001406,PROD00386,4,2926.0,0,11704.0
ITEM0004303,ORD001406,PROD00426,4,23335.0,0,93340.0
ITEM0004304,ORD001407,PROD00408,3,5466.0,10,14758.2
ITEM0004305,ORD001407,PROD00388,1,2976.0,20,2380.8
ITEM0004306,ORD001407,PROD00210,3,88511.0,0,265533.0
ITEM0004307,ORD001408,PROD00110,1,33850.0,5,32157.5
ITEM0004308,ORD001408,PROD00068,3,16621.0,5,47369.85
ITEM0004309,ORD001409,PROD00366,2,64402.0,5,122363.8
ITEM0004310,ORD001410,PROD00142,1,78569.0,5,74640.55
ITEM0004311,ORD001411,PROD00124,3,34742.0,10,93803.4
ITEM0004312,ORD001411,PROD00326,2,62952.0,0,125904.0
ITEM0004313,ORD001412,PROD00130,4,65092.0,0,260368.0
ITEM0004314,ORD001412,PROD00095,2,59422.0,0,118844.0
ITEM0004315,ORD001412,PROD00158,1,61929.0,10,55736.1
ITEM0004316,ORD001413,PROD00276,1,84149.0,15,71526.65
ITEM0004317,ORD001413,PROD00209,2,31219.0,5,59316.1
ITEM0004318,ORD001413,PROD00352,1,13359.0,0,13359.0
ITEM0004319,ORD001413,PROD00349,3,65372.0,0,196116.0
ITEM0004320,ORD001414,PROD00322,1,83439.0,5,79267.05
ITEM0004321,ORD001414,PROD00034,4,61429.0,15,208858.6
ITEM0004322,ORD001414,PROD00087,4,18483.0,0,73932.0
ITEM0004323,ORD001414,PROD00192,3,7482.0,0,22446.0
ITEM0004324,ORD001415,PROD00149,3,17713.0,0,53139.0
