product_id,brand,category,product_name,price,stock
PROD00397,Adidas,Fashion,Track Pants S,4345,265
PROD00398,Adidas,Fashion,Track Pants M,4108,194
PROD00399,Adidas,Fashion,Track Pants L,2010,46
PROD00400,Adidas,Fashion,Track Pants XL,2568,264
PROD00401,Puma,Fashion,Hoodie S,1434,53
PROD00402,Puma,Fashion,Hoodie M,3782,271
PROD00403,Puma,Fashion,Hoodie L,1106,47
PROD00404,Puma,Fashion,Hoodie XL,1742,96
PROD00405,Puma,Fashion,Sneakers Size-7,5110,175
PROD00406,Puma,Fashion,Sneakers Size-8,1197,147
PROD00407,Puma,Fashion,Sneakers Size-9,1470,233
PROD00408,Puma,Fashion,Sneakers Size-10,5466,135
PROD00409,Levi's,Fashion,Jeans S,6854,287
PROD00410,Levi's,Fashion,Jeans M,3616,250
PROD00411,Levi's,Fashion,Jeans L,4126,172
PROD00412,Levi's,Fashion,Jeans XL,5321,239
PROD00413,Levi's,Fashion,Denim Jacket S,3001,50
PROD00414,Levi's,Fashion,Denim Jacket M,5494,70
PROD00415,Levi's,Fashion,Denim Jacket L,6748,126
PROD00416,Levi's,Fashion,Denim Jacket XL,5624,128
PROD00417,Allen Solly,Fashion,Formal Shirt S,2667,61
PROD00418,Allen Solly,Fashion,Formal Shirt M,1786,142
PROD00419,Allen Solly,Fashion,Formal Shirt L,1923,58
PROD00420,Allen Solly,Fashion,Formal Shirt XL,1782,21
PROD00421,Titan,Fashion,Analog Watch S,3846,250
PROD00422,Titan,Fashion,Analog Watch M,6147,260
PROD00423,Titan,Fashion,Analog Watch L,2885,36
PROD00424,Titan,Fashion,Analog Watch XL,2396,167
PROD00425,Prestige,Home & Kitchen,Pressure Cooker,23465,164
PROD00426,Prestige,Home & Kitchen,Gas Stove,23335,252
PROD00427,Philips,Home & Kitchen,Mixer Grinder,2632,139
PROD00428,Philips,Home & Kitchen,Steam Iron,8968,121
PROD00429,LG,Home & Kitchen,Microwave Oven,14230,78
PROD00430,Kent,Home & Kitchen,Water Purifier,18144,135
PROD00431,Milton,Home & Kitchen,Water Bottle,21521,96
PROD00432,Butterfly,Home & Kitchen,Cookware Set,9004,92
PROD00433,Penguin,Books,Atomic Habits,492,50
PROD00434,Penguin,Books,Rich Dad Poor Dad,879,177
PROD00435,Penguin,Books,Clean Code,1382,244
PROD00436,Penguin,Books,Python Crash Course,709,259
PROD00437,Penguin,Books,SQL Cookbook,1445,226
PROD00438,Lakme,Beauty,Lipstick,1265,276
PROD00439,Nivea,Beauty,Face Wash,2361,272
PROD00440,Dove,Beauty,Shampoo,1943,61
PROD00441,Dove,Beauty,Soap,2599,40
PROD00442,Mamaearth,Beauty,Face Cream,1919,185
PROD00443,Garnier,Beauty,Vitamin C Serum,2622,148
